Group,Sub-group,Brand,Products,P/M,Logo,Comment,Updated,Barcode,Guideline-Product
Fruit ,Fruit  -  Tinned / Plastic Jars,Watties,"Peach Slices in Syrup – 410g, 3kg",P,NKA,"MUST BE ‘PRODUCT OF NZ’ – Note that many Watties products are made overseas, and are NOT ACCEPTABLE.",NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,Watties,Fruit Salad Lite – 400g & 2.85kg,P,NKA,"MUST BE ‘PRODUCT OF NZ’ – Note that many Watties products are made overseas, and are NOT ACCEPTABLE.",NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,Watties,Peach Slices Lite – 2.85kg,P,NKA,"MUST BE ‘PRODUCT OF NZ’ – Note that many Watties products are made overseas, and are NOT ACCEPTABLE.",NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,Watties,Nectarines Sliced in Clear Juice – 410g,P,NKA,"MUST BE ‘PRODUCT OF NZ’ – Note that many Watties products are made overseas, and are NOT ACCEPTABLE.",NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,Watties,Peach Slice Lite – 400g,P,NKA,"MUST BE ‘PRODUCT OF NZ’ – Note that many Watties products are made overseas, and are NOT ACCEPTABLE.",NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,Watties,Peach Halves – A10,P,NKA,"MUST BE ‘PRODUCT OF NZ’ – Note that many Watties products are made overseas, and are NOT ACCEPTABLE.",NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,Watties,"Peach Slices in Clear Juice – 410g, 820g",P,NKA,"MUST BE ‘PRODUCT OF NZ’ – Note that many Watties products are made overseas, and are NOT ACCEPTABLE.",NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,Watties,"Pear Quarters in Clear Juice – A10. 400g, 2.95kg",P,NKA,"MUST BE ‘PRODUCT OF NZ’ – Note that many Watties products are made overseas, and are NOT ACCEPTABLE.",NO DATE,,Product
Fruit , Fruit  -   Plastic Cups & Tubs,Dole (Philippines),Mandarin Segments,P,AA,,NO DATE,,Product
Fruit , Fruit  -   Plastic Cups & Tubs,Dole (Philippines),Pineapple,P,AA,,NO DATE,,Product
Fruit , Fruit  -   Plastic Cups & Tubs,Dole (Philippines),Tropical Fruit,P,AA,,NO DATE,,Product
Fruit , Fruit  -   Plastic Cups & Tubs,Dole (Philippines),Fruit Bowls (4 pack),P,AA,,NO DATE,,Product
Fruit , Fruit  -   Plastic Cups & Tubs,Goulburn Valley (Aust)or SPC,Apricots Halves in Natural Juice,P,KA,,NO DATE,,Product
Fruit , Fruit  -   Plastic Cups & Tubs,Goulburn Valley (Aust)or SPC,Apple Pear Puree,P,KA,,NO DATE,,Product
Fruit , Fruit  -   Plastic Cups & Tubs,Goulburn Valley (Aust)or SPC,Apple Puree,P,KA,,NO DATE,,Product
Fruit , Fruit  -   Plastic Cups & Tubs,Goulburn Valley (Aust)or SPC,"Apricots,  diced in Natural Juice",P,KA,,NO DATE,,Product
Fruit , Fruit  -   Plastic Cups & Tubs,Goulburn Valley (Aust)or SPC,Two Fruits diced in Natural Juice,P,KA,,NO DATE,,Product
Fruit , Fruit  -   Plastic Cups & Tubs,Goulburn Valley (Aust)or SPC,Fruit Salad in Natural Juice,P,KA,,NO DATE,,Product
Fruit , Fruit  -   Plastic Cups & Tubs,Goulburn Valley (Aust)or SPC,"Peaches, diced in Mango Puree",P,KA,,NO DATE,,Product
Fruit , Fruit  -   Plastic Cups & Tubs,Goulburn Valley (Aust)or SPC,"Two Fruits, diced in Mango",P,KA,,NO DATE,,Product
Fruit , Fruit  -   Plastic Cups & Tubs,Goulburn Valley (Aust)or SPC,Peach Puree,P,KA,,NO DATE,,Product
Fruit , Fruit  -   Plastic Cups & Tubs,Goulburn Valley (Aust)or SPC,Tropical Fruits Puree,P,KA,,NO DATE,,Product
Fruit , Fruit  -   Plastic Cups & Tubs,Goulburn Valley (Aust)or SPC,Plum Whole in Natural Juice,P,KA,,NO DATE,,Product
Fruit , Fruit  -   Plastic Cups & Tubs,Goulburn Valley (Aust)or SPC,Pineapple Puree,P,KA,,NO DATE,,Product
Fruit , Fruit  -   Plastic Cups & Tubs,Goulburn Valley (Aust)or SPC,Pear Sliced in Natural Juice,P,KA,,NO DATE,,Product
Fruit , Fruit  -   Plastic Cups & Tubs,Goulburn Valley (Aust)or SPC,Peach & Pineapple in Juice,P,KA,,NO DATE,,Product
Fruit , Fruit  -   Plastic Cups & Tubs,Goulburn Valley (Aust)or SPC,"Pear,  diced in Natural Juice",P,KA,,NO DATE,,Product
Fruit , Fruit  -   Plastic Cups & Tubs,Goulburn Valley (Aust)or SPC,"Peaches, Sliced in Natural Juice",P,KA,,NO DATE,,Product
Fruit , Fruit  -   Plastic Cups & Tubs,Goulburn Valley (Aust)or SPC,"Peaches,  diced in Natural Juice",P,KA,,NO DATE,,Product
Gluten Free,,Arrowhead Mills (USA),Baking Mixes,P,OK,,NO DATE,,Product
Gluten Free,,Casalare (Aust),"Baking Mixes, Crumbs, Pastas",P,KA,,NO DATE,,Product
Gluten Free,,Orgran (Aust),"Baking Mixes, Batter, Cereals , Custard, Crispbreads, Crumbs, Falafel , Flours, Gravy, Pastas, Soups",P,KA,,NO DATE,,Product
Gravy Mixes,,Massel  (Aust),Brown Style Gravy,P,KA,ONLY products with Kosher Australia logo are acceptable.,NO DATE,,Product
Gravy Mixes,,Massel  (Aust),Supreme Gravy,P,KA,ONLY products with Kosher Australia logo are acceptable.,NO DATE,,Product
Gravy Mixes,,Massel  (Aust),Rich Meat Style Gravy,P,KA,ONLY products with Kosher Australia logo are acceptable.,NO DATE,,Product
Gravy Mixes,,Massel  (Aust),Gravy Mix – Turkey Style,P,KA,ONLY products with Kosher Australia logo are acceptable.,NO DATE,,Product
Gravy Mixes,,Massel  (Aust),Supergravy – turkey Style,P,KA,ONLY products with Kosher Australia logo are acceptable.,NO DATE,,Product
Gravy Mixes,,Massel  (Aust),Chicken Style Gravy,P,KA,ONLY products with Kosher Australia logo are acceptable.,NO DATE,,Product
Gravy Mixes,,Massel  (Aust),"Gravy Mix – Chicken, Demi Glace, Dietry Rich",P,KA,ONLY products with Kosher Australia logo are acceptable.,NO DATE,,Product
Gravy Mixes,,Orgran (Aust),Gravy Mix – gluten free,P,KA,ONLY products with Kosher Australia logo are acceptable.,NO DATE,,Product
"Health bars, Supplements & Vitamins",,Abbott,Pediasure Tetra Vanilla– 200ml,D,NKA,,NO DATE,,Product
"Health bars, Supplements & Vitamins",,Abbott,Pediasure Vanilla Can,D,NKA,,NO DATE,,Product
"Health bars, Supplements & Vitamins",,Abbott,Vanilla RTH,D,NKA,,NO DATE,,Product
"Health bars, Supplements & Vitamins",,Abbott,Pediasure Tetra Strawberry,D,NKA,,NO DATE,,Product
"Health bars, Supplements & Vitamins",,Abbott,Pediasure Tetra Chocolate – 200ml,D,NKA,,NO DATE,,Product
"Health bars, Supplements & Vitamins",,Abbott,Pediasure Fibre RTH Vanilla – can 235ml,D,NKA,,NO DATE,,Product
"Health bars, Supplements & Vitamins",,Abbott,Pediasure Fibre RTH Vanilla – 500ml,D,NKA,,NO DATE,,Product
"Health bars, Supplements & Vitamins",,Abbott,"Ensure Plus – Chocolate, Vanilla , Coffee, Strawberry - ONLY when bearing OU Logo",P,NKA,,NO DATE,,Product
"Health bars, Supplements & Vitamins",,Abbott,Pediasure Plus Vanilla RTH – 500ml,D,NKA,,NO DATE,,Product
"Health bars, Supplements & Vitamins",,Amway - Nutrilite,Triple Shield Echinacea Tablets,P,NKA,,NO DATE,,Product
"Health bars, Supplements & Vitamins",,Amway - Nutrilite,Protein Powder - ONLY when bearing Star D Logo,D,NKA,,NO DATE,,Product
"Health bars, Supplements & Vitamins",,Amway - Nutrilite,Bio C Plus Tablets,P,NKA,,NO DATE,,Product
"Health bars, Supplements & Vitamins",,Melrose,Vitamin C Ascorbic Acid,P,NKA,,NO DATE,,Product
"Health bars, Supplements & Vitamins",,Melrose,Glucosamine,P,NKA,,NO DATE,,Product
"Health bars, Supplements & Vitamins",,Melrose,Vitamin C Calcium Ascorbate,P,NKA,,NO DATE,,Product
"Health bars, Supplements & Vitamins",,Melrose,Vitamin C Sodium Ascorbate,P,NKA,,NO DATE,,Product
"Health bars, Supplements & Vitamins",,Melrose,100% Flax Meal,P,NKA,,NO DATE,,Product
"Health bars, Supplements & Vitamins",,Solgar,Vitamins - ONLY when bearing Kof K Logo,P,KK,,NO DATE,,Product
"Jams, Conserves & Marmalades",,All Gold(S Africa),Melon & Ginger Jam,P,J,,NO DATE,,Product
"Jams, Conserves & Marmalades",,All Gold(S Africa),Fig Jam,P,J,,NO DATE,,Product
"Jams, Conserves & Marmalades",,All Gold(S Africa),Apricot Jam,P,J,,NO DATE,,Product
"Jams, Conserves & Marmalades",,All Gold(S Africa),Tomato Jam,P,J,,NO DATE,,Product
"Jams, Conserves & Marmalades",,Anathoth (NZ),All jams are acceptable. (also catering sizes at Gilmours),P,,,NO DATE,,Product
"Jams, Conserves & Marmalades",,Craigs,All jams are acceptable.,P,,,NO DATE,,Product
"Jams, Conserves & Marmalades",,Hero (Switzerland),A range of jams available.– at NW,P,OU,,NO DATE,,Product
"Jams, Conserves & Marmalades",,Koo(S Africa),Jams – must have hechsher,P,J,,NO DATE,,Product
"Jams, Conserves & Marmalades",,Roses (NZ),Old English Marmalade,P,NKA,Roses Jams were ‘Made in Australia ’.  They are now ‘Made in NZ’.  The following are kosher -,NO DATE,,Product
"Jams, Conserves & Marmalades",,Roses (NZ),Lime Marmalade,P,NKA,Roses Jams were ‘Made in Australia ’.  They are now ‘Made in NZ’.  The following are kosher -,NO DATE,,Product
"Jams, Conserves & Marmalades",,Roses (NZ),Rhubarb & Raspberry Jam / Conserve,P,NKA,Roses Jams were ‘Made in Australia ’.  They are now ‘Made in NZ’.  The following are kosher -,NO DATE,,Product
"Jams, Conserves & Marmalades",,Roses (NZ),Strawberry Jam / Conserve,P,NKA,Roses Jams were ‘Made in Australia ’.  They are now ‘Made in NZ’.  The following are kosher -,NO DATE,,Product
"Jams, Conserves & Marmalades",,Roses (NZ),Ginger Marmalade,P,NKA,Roses Jams were ‘Made in Australia ’.  They are now ‘Made in NZ’.  The following are kosher -,NO DATE,,Product
"Jams, Conserves & Marmalades",,Roses (NZ),Raspberry Jam / Conserve,P,NKA,Roses Jams were ‘Made in Australia ’.  They are now ‘Made in NZ’.  The following are kosher -,NO DATE,,Product
"Jams, Conserves & Marmalades",,Roses (NZ),Citrus Marmalade,P,NKA,Roses Jams were ‘Made in Australia ’.  They are now ‘Made in NZ’.  The following are kosher -,NO DATE,,Product
"Jams, Conserves & Marmalades",,Roses (NZ),Apricot Jam/ Conserve,P,NKA,Roses Jams were ‘Made in Australia ’.  They are now ‘Made in NZ’.  The following are kosher -,NO DATE,,Product
"Jams, Conserves & Marmalades",,Roses (NZ),Blackberry Jam / Conserve,P,NKA,Roses Jams were ‘Made in Australia ’.  They are now ‘Made in NZ’.  The following are kosher -,NO DATE,,Product
"Jams, Conserves & Marmalades",,Roses (NZ),Blueberry Jam/ Conserve,P,NKA,Roses Jams were ‘Made in Australia ’.  They are now ‘Made in NZ’.  The following are kosher -,NO DATE,,Product
"Jams, Conserves & Marmalades",,Roses (NZ),English Breakfast Marmalade,P,NKA,Roses Jams were ‘Made in Australia ’.  They are now ‘Made in NZ’.  The following are kosher -,NO DATE,,Product
"Jams, Conserves & Marmalades",,Tiptree (UK),All Jams & Jellies acceptable.,P,L,,NO DATE,,Product
Juices & Cordials,,Brookes(S Africa),NOT KOSHER –  Oros Passionfruit Squash,NK,J,,NO DATE,,Product
Juices & Cordials,,Brookes(S Africa),Oros Orange Squash,P,J,,NO DATE,,Product
Juices & Cordials,,Brookes(S Africa),Oros Guava Squash – Countdown,P,J,,NO DATE,,Product
Juices & Cordials,,Roses(SAfrica),Lime Cordial - Must be ‘Made in Sth Africa ’. – Available Grey’s Ave Deli . WARNING - Supermarkets stock Roses Lime Cordial – ‘Made in NZ’ by Coca Cola Amtil – which is NOT ACCEPTABLE.,NK,J,,NO DATE,,Product
Juices & Cordials,,Soda Stream (Israel),Summer Lemon,P,OU,,NO DATE,,Product
Juices & Cordials,,Soda Stream (Israel),Tonic,P,OU,,NO DATE,,Product
Juices & Cordials,,Soda Stream (Israel),Lemonade,P,OU,,NO DATE,,Product
Juices & Cordials,,Soda Stream (Israel),Orange,P,OU,,NO DATE,,Product
Juices & Cordials,,Soda Stream (Israel),Cola – sugar-free,P,OU,,NO DATE,,Product
Juices & Cordials,,Soda Stream (Israel),Cola,P,OU,,NO DATE,,Product
Juices & Cordials,,Soda Stream (Israel),At NW & Harvey Norman,NK,,,NO DATE,,Product
Juices & Cordials,,Stewart’s (USA),Sparkling Diet Drinks - 3 flavours - 325ml glass bottle,P,OU,,NO DATE,,Product
Juices & Cordials,Fruit Juice,Citrus Tree (NZ),Bottles & Tetrapaks acceptable. Check ingreds – see notes at beginning of Juice section,P,,,NO DATE,,Product
Juices & Cordials,Fruit Juice,Coral Tree (NZ),Pear Juice,P,KKLA,,NO DATE,,Product
Juices & Cordials,Fruit Juice,Coral Tree (NZ),Apple & Feijoa Juice,P,KKLA,,NO DATE,,Product
Juices & Cordials,Fruit Juice,Coral Tree (NZ),Apple Juice,P,KKLA,,NO DATE,,Product
Juices & Cordials,Fruit Juice,Coral Tree (NZ),Apple & Blackcurrant Juice,P,KKLA,,NO DATE,,Product
Juices & Cordials,Fruit Juice,Fresh Up (NZ),Bottles & Tetrapaks are acceptable. Check ingreds – see notes at beginning of Juice section.,P,,,NO DATE,,Product
Juices & Cordials,Fruit Juice,Golden Circle (Aust),"Apple Juice 110ml, 1l tetrapak, 2l & 3l plastic bottle",P,KA,,NO DATE,,Product
Juices & Cordials,Fruit Juice,Golden Circle (Aust),Apple Fruit Drink – 250ml tetrapak,P,KA,,NO DATE,,Product
Juices & Cordials,Fruit Juice,Golden Circle (Aust),"Apple Bl ackcurrant Fruit Drink 250ml, 1L tetrapak",P,KA,,NO DATE,,Product
Juices & Cordials,Fruit Juice,Golden Circle…,Premium Juice 100% Squeezed Orange Juice – 1 ltr tetrapak,P,KA,,NO DATE,,Product
Juices & Cordials,Fruit Juice,Golden Circle…,Premium Juice 100% Squeezed Apple Juice – 1 ltr tetrapak,P,KA,,NO DATE,,Product
Juices & Cordials,Fruit Juice,Golden Circle…,Premium Juice 100% Squeezed Pineapple Juice – 1 ltr tetrapak,P,KA,,NO DATE,,Product
Juices & Cordials,Fruit Juice,Golden Circle…,Tropical Fruit Drink – 1 ltr tetrapak,P,KA,,NO DATE,,Product
Juices & Cordials,Fruit Juice,Golden Circle…,"Pineapple Juice- 110ml, 250 ml & 1 ltr tetrapak, & 850ml can & 3 ltr cans , 2 ltr plastic bottle",P,KA,,NO DATE,,Product
Juices & Cordials,Fruit Juice,Golden Circle…,Tropical Punch Fruit Drink – 250ml tetrapak,P,KA,,NO DATE,,Product
Juices & Cordials,Fruit Juice,Golden Circle…,Tropical Juice- 2 & 3 ltr plastic bottle,P,KA,,NO DATE,,Product
Juices & Cordials,Fruit Juice,Golden Circle…,"Unsweetened Pineapple Juice - 1 &  2 ltr plastic bottle, 850ml & 3 ltr cans",P,KA,,NO DATE,,Product
Juices & Cordials,Fruit Juice,Golden Circle…,Pine Orange Fruit Drink – 250ml tetrapak,P,KA,,NO DATE,,Product
Juices & Cordials,Fruit Juice,Golden Circle…,"Breakfast Juice – 1l, 2l & 3 l plastic bottle",P,KA,,NO DATE,,Product
Juices & Cordials,Fruit Juice,Golden Circle…,Pacific Fruits Fruit Drink – 1 ltr tetrapak,P,KA,,NO DATE,,Product
Juices & Cordials,Fruit Juice,Golden Circle…,Apricot Nectar – 1l plastic bottle,P,KA,,NO DATE,,Product
Juices & Cordials,Fruit Juice,Golden Circle…,"Apple Mango Juice – 1l, 2l & 3l plastic bottle",P,KA,,NO DATE,,Product
Juices & Cordials,Fruit Juice,Golden Circle…,"Golden Pash Fruit Drink – 250ml, 1l tetrapak",P,KA,,NO DATE,,Product
Juices & Cordials,Fruit Juice,Golden Circle…,Guava Nectar – 1l plastic bottle,P,KA,,NO DATE,,Product
Juices & Cordials,Fruit Juice,Golden Circle…,Pine Coconut Fruit Drink – l1 ltr tetrapak,P,KA,,NO DATE,,Product
Juices & Cordials,Fruit Juice,Golden Circle…,"Orange Juice - 110ml tetrapak, 2 & 3 ltr plastic bottle",P,KA,,NO DATE,,Product
Juices & Cordials,Fruit Juice,Golden Circle…,Orange Fruit Drink – 250 ml & 1 ltr tetrapak,P,KA,,NO DATE,,Product
Juices & Cordials,Fruit Juice,Golden Circle…,"Mango Nectar – 250ml tetrapak, 1l & 2l plastic bottle",P,KA,,NO DATE,,Product
Juices & Cordials,Fruit Juice,Just Juice (NZ),All FRUIT Juice Bottles & tetrapaks acceptable. Check ingreds – see notes at beginning of Juice section.,P,,,NO DATE,,Product
Juices & Cordials,Fruit Juice,Keri (NZ),Check ingreds – see notes at beginning of Juice section,P,,,NO DATE,,Product
Juices & Cordials,Fruit Juice,Mr&Mrs T,Bloody Mary Mix,P,OU,,NO DATE,,Product
Juices & Cordials,Fruit Juice,POM (USA),100% Pomegranate Juice – 473ml – NW & PnS,P,OU,,NO DATE,,Product
Juices & Cordials,Fruit Juice,Ribena,NOT KOSHER,NK,,,NO DATE,,Product
Juices & Cordials,Tomato Juice,Golden Circle (Aust),Classic 350ml Tomato Juice,P,KA,,NO DATE,,Product
Juices & Cordials,Tomato Juice,Golden Circle (Aust),Tomato Juice – 1 ltr plastic bottle,P,KA,,NO DATE,,Product
Juices & Cordials,Tomato Juice,Golden Circle (Aust),Chilled Tomato Juice – 2L,P,KA,,NO DATE,,Product
Juices & Cordials,Tomato Juice,Mr & Mrs T,Bloody Mary Mix,P,OU,,NO DATE,,Product
Juices & Cordials,Tomato Juice,Sunraysia,Tomato Juice,P,NKA,,NO DATE,,Product
Mayonnaise & Dressings,Mayonnaise / Tartare Sauce,Best Foods (Canada),Real Mayonnaise – jar & squeezy,P,OU,,NO DATE,,Product
Mayonnaise & Dressings,Mayonnaise / Tartare Sauce,Best Foods (Canada),Tartare Sauce,P,OU,,NO DATE,,Product
Mayonnaise & Dressings,Mayonnaise / Tartare Sauce,Best Foods (Canada),Lite Mayonnaise – jar,P,OU,,NO DATE,,Product
Mayonnaise & Dressings,Mayonnaise / Tartare Sauce,Best Foods (Canada),Light Mayonnaise – squeezy,P,OU,,NO DATE,,Product
Mayonnaise & Dressings,Mayonnaise / Tartare Sauce,Heinz (UK),Mayonnaise Light,P,L,,NO DATE,,Product
Mayonnaise & Dressings,Mayonnaise / Tartare Sauce,Heinz (UK),Salad Cream,P,L,,NO DATE,,Product
Mayonnaise & Dressings,Mayonnaise / Tartare Sauce,Heinz (UK),Salad Cream Light,P,L,,NO DATE,,Product
Mayonnaise & Dressings,Mayonnaise / Tartare Sauce,Hellman’s (USA),A variety available - must have hechsher .,P,OU,,NO DATE,,Product
Mayonnaise & Dressings,Mayonnaise / Tartare Sauce,Nando’s(S Africa),Perinaise Salad Cream - Original / Hot / Light,P,J,,NO DATE,,Product
Mayonnaise & Dressings,Mayonnaise / Tartare Sauce,Nasoya,Nayonaise – Huckleberry,P,OU,,NO DATE,,Product
Mayonnaise & Dressings,Mayonnaise / Tartare Sauce,S & W Mayonnaise,Egg Mayonnaise,P,OU,,NO DATE,,Product
Mayonnaise & Dressings,Salad Dressings,Masterfoods (Aust),French Vinaigrette (Squeeze On),P,NKA,,NO DATE,,Product
Mayonnaise & Dressings,Salad Dressings,Masterfoods (Aust),Italian Vinaigrette (Squeeze On),P,NKA,,NO DATE,,Product
Mayonnaise & Dressings,Salad Dressings,Masterfoods (Aust),Catering Sizes – NOT KOSHER French Catering Size Dressing Italian Catering Size Dressing,NK,KA,,NO DATE,,Product
Mayonnaise & Dressings,Salad Dressings,Paula’s (USA),No Fat Dressings,P,OU,,NO DATE,,Product
Mayonnaise & Dressings,Salad Dressings,Paula’s (USA),Roast Garlic,P,OU,,NO DATE,,Product
Mayonnaise & Dressings,Salad Dressings,Paula’s (USA),Honey & Mustard,P,OU,,NO DATE,,Product
Meat Substitutes,,Frys Vegetarian (Aust),"A variety of vegetarian burgers, hot dogs, sausages etc available at Huckleberry & supermarkets.",P,J,,NO DATE,,Product
Meat Substitutes,,Sanitarium,"Tin Nutmeat, Nutolene, Vitaburger – NOT KOSHER",NK,,,NO DATE,,Product
Medical,,,,No Value,,All Painkillers are acceptable.,NO DATE,,Guideline
Medical,,Actifed,Actifed Tablets,D,NKA,,NO DATE,,Product
Medical,,Action Children’s Formula,Action Children’s Formula Tabs,P,NKA,,NO DATE,,Product
Medical,,Alka Seltzer,Alka Seltzer Plain & Lemon Tablets,P,NKA,,NO DATE,,Product
Medical,,Aspro,Aspro Clear incl. Extra Strength,P,NKA,,NO DATE,,Product
Medical,,Aspro,Aspro Tablets,D,NKA,,NO DATE,,Product
Medical,,Boots,Glucodin Powder,P,NKA,,NO DATE,,Product
Medical,,Boots,Glucodin Tablets,NK,NKA,,NO DATE,,Product
Medical,,Bricanyl,Bricanyl Respulses,P,NKA,,NO DATE,,Product
Medical,,Cepacaine,Cepacaine Anaesthetic Throat Spray,P,NKA,,NO DATE,,Product
Medical,,Cepacaine,Cepacaine Solution,P,NKA,,NO DATE,,Product
Medical,,Codral,Cold & Flu Tablets,P,NKA,,NO DATE,,Product
Medical,,Demazin,Demazin Nite & Day,D,NKA,,NO DATE,,Product
Medical,,Demazin,Demazin – Tabs,D,NKA,,NO DATE,,Product
Medical,,Demazin,Demazin – Syrup,P,NKA,,NO DATE,,Product
Medical,,Dimetapp,Dimetapp Infant Drops & Colour Free Infant Drops,P,NKA,,NO DATE,,Product
Medical,,Dimetapp,Dimetapp Elixir & Colour Free Elixir,P,NKA,,NO DATE,,Product
Medical,,DuroTuss,Duro Tuss Regular,P,NKA,,NO DATE,,Product
Medical,,DuroTuss,Duro Tuss Forte,P,NKA,,NO DATE,,Product
Medical,,Eno,Eno Lemon Flavoured,P,NKA,,NO DATE,,Product
Medical,,Eno,Regular,P,NKA,,NO DATE,,Product
Medical,,Fisherman’s Friend (UK)6,Salmiak,P,KA,,NO DATE,,Product
Medical,,Fisherman’s Friend (UK)6,"Spicy Mandarin, Grapefruit and Ginger",P,KA,,NO DATE,,Product
Medical,,Fisherman’s Friend (UK)6,Sugar Free Mini Mint,P,KA,,NO DATE,,Product
Medical,,Fisherman’s Friend (UK)6,Sugar Free Mint,P,KA,,NO DATE,,Product
Medical,,Fisherman’s Friend (UK)6,Refreshign Lemon Sugar Free,P,KA,,NO DATE,,Product
Medical,,Fisherman’s Friend (UK)6,Original Tooth Friendly,P,KA,,NO DATE,,Product
Medical,,Fisherman’s Friend (UK)6,Original Low Sugar,P,KA,,NO DATE,,Product
Medical,,Fisherman’s Friend (UK)6,Sugar Free Mini Citrus Fruit,P,KA,,NO DATE,,Product
Medical,,Fisherman’s Friend (UK)6,"Mandarin, Grapefruit & Ginger",P,KA,,NO DATE,,Product
Medical,,Fisherman’s Friend (UK)6,Apple & Cinammon,P,KA,,NO DATE,,Product
Medical,,Fisherman’s Friend (UK)6,Original Extra Strong,P,KA,,NO DATE,,Product
Medical,,Fisherman’s Friend (UK)6,Aniseed,P,KA,,NO DATE,,Product
Medical,,Fisherman’s Friend (UK)6,Fresh Mint Sugar free,P,KA,,NO DATE,,Product
Medical,,Fisherman’s Friend (UK)6,Cherry,P,KA,,NO DATE,,Product
Medical,,Gaviscon,Gaviscon Infant,P,NKA,,NO DATE,,Product
Medical,,Gaviscon,Gaviscon Liquid & Tabs,P,NKA,,NO DATE,,Product
Medical,,Metamucil,Metamucil Orange (Smooth Texture & Original Texture),P,NKA,,NO DATE,,Product
